Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Oakland, CA",159, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"San Antonio, TX",147, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Danville, CA",143, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Canton, GA",132, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"San Francisco, CA",125, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Concord, CA",120, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Norcross, GA",117, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Nashville, TN",115, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"San Jose, CA",112, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"New York City, NY",111, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Seattle, WA",105, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"St. Louis, MO",103, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Trenton, MI",102, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Katy, TX",102, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Kansas City, MO",98, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Minneapolis, MN",95, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"San Diego, CA",92, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Jacksonville, FL",91, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Irvine, CA",90, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Raleigh, NC",89, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Arlington, TX",85, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Brooklyn, NY",81, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Fullerton, CA",78, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Plano, TX",69, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Stone Mountain, GA",63, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Fort Lauderdale, FL",63, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Tampa, FL",63, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Birmingham, AL",61, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Louisville, KY",58, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Pittsburgh, PA",58, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"McKinney, TX",53, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
"Spring, TX",52, Problems detected ,36.53%,3.52%,Thu 21 Mar 2019 11:54:55,att,Is the service down,5.08%,43.29%,6.45%,5.13%
