Location,Reports,Status,E-mail,TV,Date/Time collected,Provider,Source,Phone,Internet,Wi-fi,Total Blackout
"Westwood, KS",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Richmond, VA",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Alexander City, AL",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Montgomery, AL",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Gonzales, LA",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Auburn, AL",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Alabaster, AL",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Smiths Station, AL",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Maylene, AL",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Norcross, GA",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Columbus, GA",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"San Francisco, CA",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Sunset Valley, TX",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Lehi, UT",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Boise, ID",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
"Nashville, TN",1, No problems detected ,7.81%,17.19%,Thu 21 Mar 2019 11:54:55,Google-Fiber,Is the service down,1.56%,51.56%,10.94%,10.94%
