Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Atlanta, GA",15, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Henderson, NV",13, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Nashville, TN",10, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Tacoma, WA",10, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Meridian, ID",10, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Charlotte, NC",9, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Indianapolis, IN",9, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Chandler, AZ",9, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Sacramento, CA",9, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Austin, TX",8, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Scottsdale, AZ",7, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Washington, D.C., DC",7, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Fort Worth, TX",7, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"La Mirada, CA",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Raleigh, NC",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Omaha, NE",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Columbia, SC",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Arlington, TX",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Lynchburg, VA",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Brooklyn, NY",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"The Bronx, NY",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Orlando, FL",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"St. Louis, MO",6, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Philadelphia, PA",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Downey, CA",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Louisville, KY",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Manhattan, NY",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Hampstead, MD",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Waukesha, WI",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Newport Beach, CA",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Stockton, CA",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Salt Lake City, UT",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Bothell, WA",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
"Gilbert, AZ",5, Problems detected ,.67%,76.33%,Thu 21 Mar 2019 13:34:17,DirecTV,Is the service down,2.67%,7.00%,1.67%,11.67%
