Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Tacoma, WA",13, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Oklahoma City, OK",12, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Prosper, TX",12, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"West Valley City, UT",12, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Plano, TX",12, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Queens, NY",12, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Baltimore, MD",11, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Kansas City, MO",11, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Albuquerque, NM",11, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"El Paso, TX",10, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Pittsburgh, PA",10, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Sacramento, CA",9, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Honolulu, HI",9, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Waianae, HI",9, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Santa Monica, CA",9, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
"Frisco, TX",8, Problems detected ,45.22%,.75%,Thu 21 Mar 2019 19:12:30,T-Mobile,Is the service down,7.91%,32.69%,2.84%,10.60%
