Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Atlanta, GA",27, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Columbus, OH",25, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Chino Hills, CA",23, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Sacramento, CA",22, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Plano, TX",22, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Riverview, FL",21, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Anaheim, CA",21, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Corona, CA",20, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"San Diego, CA",20, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Center Line, MI",20, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"The Bronx, NY",20, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Silver Spring, MD",19, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Houston, TX",18, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Washington, D.C., DC",18, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Flushing, NY",18, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Hemet, CA",18, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Norcross, GA",17, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Miami, FL",17, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Bradenton, FL",16, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Columbia, MD",16, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Hampstead, MD",15, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Bridgeport, CT",15, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Fort Wayne, IN",15, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Sarasota, FL",15, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Minneapolis, MN",14, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Arlington, TX",13, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Fontana, CA",13, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Canton, GA",13, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Auburn, WA",13, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"Hollywood, FL",13, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
"St. Petersburg, FL",13, No problems detected ,9.29%,3.61%,Thu 21 Mar 2019 13:34:17,Frontier,Is the service down,4.90%,71.35%,5.68%,5.16%
