Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Orlando, FL",68, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"West Jordan, UT",64, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Irving, TX",62, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Downey, CA",61, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Fort Worth, TX",58, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Detroit, MI",55, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Fullerton, CA",54, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Boise, ID",53, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Charlotte, NC",48, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Kingwood, TX",45, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Elkhorn, NE",45, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Colorado Springs, CO",43, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Auburn, WA",42, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Sandy, UT",42, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"West Des Moines, IA",41, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Atlanta, GA",41, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Aurora, CO",40, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Ogden, UT",38, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Lehi, UT",38, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Meridian, ID",36, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"St. Louis, MO",34, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Kansas City, MO",34, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Chandler, AZ",33, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"West Valley City, UT",32, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Tampa, FL",32, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Irvine, CA",31, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Bothell, WA",30, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Herriman, UT",29, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Lincoln, NE",27, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Tucson, AZ",26, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Mesa, AZ",26, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Salem, OR",25, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Oregon, WI",25, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
"Whitewater, WI",24, No problems detected ,8.62%,.87%,Thu 21 Mar 2019 11:54:55,CenturyLink,Is the service down,3.26%,75.27%,8.26%,3.72%
