Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Hyattsville, MD",23, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Seattle, WA",22, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Jacksonville, FL",21, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"La Mirada, CA",21, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Saint Paul, MN",21, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Lincoln, NE",20, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Smyrna, TN",20, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Sacramento, CA",19, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"San Jose, CA",18, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Milwaukee, WI",16, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Hobbs, NM",16, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Clinton Township, MI",16, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Des Moines, IA",16, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Baltimore, MD",15, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"El Paso, TX",15, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"San Marcos, TX",15, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Raleigh, NC",14, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Livonia, MI",14, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
"Fort Lauderdale, FL",14, Problems detected ,44.35%,.75%,Thu 21 Mar 2019 13:13:25,Sprint,Is the service down,6.82%,37.72%,3.45%,6.91%
