Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Sacramento, CA",19, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"San Jose, CA",18, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Milwaukee, WI",16, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Hobbs, NM",16, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Clinton Township, MI",16, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Des Moines, IA",16, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"El Paso, TX",15, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"San Marcos, TX",15, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Baltimore, MD",14, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Raleigh, NC",14, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Livonia, MI",14, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
"Fort Lauderdale, FL",14, Some problems detected ,44.32%,.75%,Thu 21 Mar 2019 11:54:55,Sprint,Is the service down,6.85%,37.65%,3.47%,6.95%
