Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Minneapolis, MN",40, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Fort Worth, TX",33, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Indianapolis, IN",31, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Miami, FL",30, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Philadelphia, PA",30, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Pittsburgh, PA",24, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"New Orleans, LA",24, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Hyattsville, MD",23, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Seattle, WA",22, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Jacksonville, FL",21, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"La Mirada, CA",21, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Saint Paul, MN",21, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Sacramento, CA",20, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Lincoln, NE",20, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Smyrna, TN",20, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Milwaukee, WI",18, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"San Jose, CA",18, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Raleigh, NC",17, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Baltimore, MD",16, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Hobbs, NM",16, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Clinton Township, MI",16, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Des Moines, IA",16, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"El Paso, TX",15, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"San Marcos, TX",15, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Livonia, MI",14, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Fort Lauderdale, FL",14, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
