Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Plano, TX",22, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Riverview, FL",21, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Anaheim, CA",21, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Corona, CA",20, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"San Diego, CA",20, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Center Line, MI",20, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"The Bronx, NY",20, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Silver Spring, MD",19, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Houston, TX",18, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Washington, D.C., DC",18, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Flushing, NY",18, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Hemet, CA",18, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Sarasota, FL",17, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Norcross, GA",17, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Miami, FL",17, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Bradenton, FL",16, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Columbia, MD",16, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Hampstead, MD",15, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Bridgeport, CT",15, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Fort Wayne, IN",15, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Auburn, WA",14, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Minneapolis, MN",14, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Arlington, TX",13, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Fontana, CA",13, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Canton, GA",13, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"Hollywood, FL",13, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
"St. Petersburg, FL",13, Some problems detected ,9.29%,3.69%,Thu 21 Mar 2019 19:12:30,Frontier,Is the service down,4.96%,71.25%,5.60%,5.22%
