Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Sumter, SC",5, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Lexington, KY",5, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Garland, TX",5, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Little Rock, AR",5, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Memphis, TN",5, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Richmond, VA",4, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Oceanside, CA",4, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Aurora, CO",4, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Norfolk, VA",4, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Amarillo, TX",4, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"New York City, NY",4, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Pittsburgh, PA",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Louisville, KY",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Washington, D.C., DC",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Cincinnati, OH",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Winter Haven, FL",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"El Paso, TX",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Plant City, FL",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Las Vegas, NV",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Buffalo Grove, IL",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"DuBois, PA",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Sikeston, MO",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Mesquite, TX",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Mesa, AZ",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Smithtown, NY",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Altoona, PA",3, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Dunkirk, NY",2, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Greensburg, PA",2, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Palm Harbor, FL",2, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
"Englewood, CO",2, No problems detected ,72.81%,1.89%,Thu 21 Mar 2019 19:12:30,Cricket-Wireless,Is the service down,2.60%,13.00%,.71%,8.98%
