Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Minneapolis, MN",95, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"San Diego, CA",92, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Jacksonville, FL",91, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Irvine, CA",90, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Raleigh, NC",89, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Arlington, TX",85, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Brooklyn, NY",81, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Fullerton, CA",78, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Plano, TX",69, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Fort Lauderdale, FL",64, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Stone Mountain, GA",63, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Tampa, FL",63, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Birmingham, AL",61, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Louisville, KY",58, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Pittsburgh, PA",58, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"McKinney, TX",54, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Spring, TX",52, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
